ziplength,complength,custlength,Product
3,27,869,1
3,14,603,0
3,37,579,1
3,18,1184,1
3,20,845,1
3,12,554,2
3,9,2534,1
3,37,1253,1
3,19,445,1
3,12,476,0
3,19,2213,0
3,28,2710,1
5,19,184,0
3,39,2065,1
3,22,941,0
3,14,543,0
3,12,1138,2
5,33,545,1
3,27,706,0
3,14,507,0
5,19,259,1
3,14,1920,0
3,19,10365,1
3,32,565,1
3,32,401,2
5,21,438,1
3,13,1350,1
3,12,618,2
3,31,1237,2
3,18,1090,3
3,20,15976,0
3,20,1236,3
5,13,292,1
3,13,805,1
3,39,865,1
3,13,724,1
3,24,1653,1
3,37,1033,1
3,20,1241,0
3,33,257,0
3,36,1038,3
3,18,3896,1
5,36,1961,3
3,19,1277,0
3,33,1029,1
3,32,2223,1
3,23,697,1
5,20,763,0
3,28,161,3
3,21,985,0
3,39,542,1
3,37,1198,0
3,27,943,0
3,22,2692,0
3,19,573,3
3,31,4511,1
3,22,1324,0
3,20,941,0
3,37,1335,0
3,30,687,2
3,27,348,0
3,20,1507,1
3,14,1531,0
3,19,4627,1
3,16,762,2
3,20,1006,0
3,19,520,1
3,19,1486,1
3,26,858,3
3,24,915,1
3,14,726,0
3,14,1566,0
5,24,812,0
3,28,1359,0
3,37,1666,1
5,24,292,1
3,9,1205,2
3,22,1304,0
3,27,1125,1
3,21,251,1
3,17,617,3
3,32,1681,1
3,13,2336,1
3,33,408,0
3,37,790,1
3,39,2164,1
3,24,1061,0
3,14,423,0
3,14,2649,0
3,14,1512,0
3,31,725,1
5,19,962,1
3,9,1091,1
5,32,1609,1
3,32,249,1
3,21,649,1
3,37,626,0
3,19,2241,1
3,15,3336,2
3,37,274,0
5,21,2815,1
3,13,598,0
3,12,554,0
3,20,613,1
3,21,994,1
3,30,686,1
3,33,956,1
3,37,276,1
3,19,1111,0
3,9,1684,2
3,20,1182,3
3,33,275,0
3,18,1622,1
3,19,417,0
3,14,921,0
5,24,1213,1
3,24,1406,0
3,25,3092,0
3,32,1711,1
3,13,1274,1
3,38,3368,1
3,13,393,1
5,14,803,0
5,20,291,1
3,22,512,0
3,11,998,2
3,37,311,1
3,27,1251,1
3,20,3436,0
3,33,311,0
3,32,367,1
3,24,5370,1
3,24,1615,1
3,13,3683,0
3,31,2261,1
3,19,3675,1
3,12,334,3
3,37,1950,1
3,20,3591,0
5,8,418,0
3,16,816,3
3,9,1017,2
3,19,1277,1
3,14,2857,0
3,33,1410,0
3,34,1580,1
3,20,947,1
3,22,431,0
3,25,915,2
3,14,1172,0
3,17,1464,1
3,14,1450,0
3,14,416,0
3,25,1093,1
3,14,597,0
3,20,1046,0
3,13,506,1
3,24,4499,0
3,33,252,1
3,14,535,0
3,24,962,1
3,36,882,3
3,20,1040,0
3,14,344,0
5,25,1964,0
3,13,356,0
5,20,1832,1
3,14,348,0
3,19,3169,0
3,22,1073,1
3,32,1016,0
3,23,353,2
3,35,1052,3
3,20,5057,1
3,22,1405,2
3,37,892,1
3,34,3748,1
3,19,1960,3
3,20,625,0
5,29,2054,1
3,8,1192,0
3,19,2727,3
3,22,5179,0
3,19,9055,1
3,36,2024,3
3,14,2465,0
3,19,1291,1
5,14,93,2
3,24,1891,1
3,39,1359,1
5,29,1859,1
3,14,684,0
5,26,1162,1
3,14,1055,0
5,33,3205,0
5,19,399,1
3,20,4471,1
3,22,1012,0
3,13,1125,0
3,24,1918,3
3,13,81,2
3,20,2194,1
3,27,557,0
3,37,1121,1
3,20,794,0
3,33,1046,0
3,11,1084,0
3,33,3757,0
3,37,2686,0
5,32,1853,1
3,37,1195,0
5,24,531,1
3,24,618,1
3,37,1269,1
3,13,249,0
3,32,11539,1
3,27,888,1
3,13,509,1
5,23,8178,3
3,19,1188,0
3,37,1052,0
3,29,1157,1
3,9,5614,2
3,19,371,3
3,23,276,2
3,21,2365,1
3,37,376,1
3,27,972,0
3,19,1832,0
3,13,899,1
3,32,1293,1
3,36,1988,3
5,23,3324,2
3,38,848,3
3,13,1337,0
3,20,1307,0
3,37,1627,0
3,35,803,0
3,38,518,0
3,21,1771,3
3,37,1548,1
3,20,112,3
3,19,492,3
3,21,275,0
3,20,1986,1
3,33,326,1
3,31,711,0
3,37,952,1
3,36,1616,2
3,9,633,2
3,14,972,0
5,32,710,1
3,23,2672,1
3,14,2379,0
3,33,703,0
3,53,2777,2
5,18,1102,1
3,27,4033,1
5,20,894,1
3,23,2337,2
3,9,1581,2
3,20,414,0
3,24,213,0
3,33,3185,1
3,39,1654,1
3,21,1704,1
3,23,1234,2
3,23,325,2
3,20,761,1
3,24,1821,0
3,27,1470,1
5,38,267,0
3,15,858,2
3,28,1690,2
3,28,2282,1
3,22,716,1
3,37,2349,1
3,13,1687,1
3,32,1669,1
3,14,739,0
3,39,383,1
3,39,482,1
3,29,1483,3
3,14,1103,0
3,20,1172,0
3,9,665,2
3,37,1199,0
3,20,3586,0
3,13,561,0
3,9,1845,2
3,39,836,1
3,9,1708,2
3,21,621,3
3,37,435,1
3,24,417,1
5,29,1310,3
3,20,972,1
3,37,572,0
3,31,756,0
3,37,2378,1
3,21,147,3
3,22,447,3
3,19,483,3
3,33,482,0
3,24,560,0
3,20,395,0
3,24,2489,1
3,23,769,2
3,24,2574,1
5,22,1694,0
3,34,968,3
3,24,2771,1
3,13,975,1
3,19,666,0
3,24,1406,1
3,23,757,2
3,32,1399,0
3,35,266,3
3,11,621,2
3,24,1187,1
3,17,327,1
3,20,342,1
3,24,803,0
3,33,201,0
3,24,867,1
3,33,38,0
3,19,599,2
3,30,1457,1
3,14,1377,0
3,23,3714,2
3,32,1341,1
3,23,1317,2
3,35,2238,0
3,20,2149,1
3,13,2279,1
3,19,756,0
3,20,371,0
3,13,492,2
3,27,2217,1
3,20,1174,0
3,20,1460,0
3,19,596,0
5,20,1232,1
3,37,373,0
3,33,782,0
3,21,2752,1
3,19,1303,1
3,23,809,2
3,29,421,1
3,16,1245,2
3,20,246,0
3,24,363,0
3,18,2190,1
3,9,2920,2
3,38,1256,3
5,27,1093,1
3,33,706,0
3,26,1630,0
3,32,940,1
3,13,1546,0
3,13,862,1
3,24,1591,0
3,34,544,3
3,9,1306,2
3,13,3846,0
3,39,1549,1
3,35,1166,2
3,22,270,2
3,23,130,2
3,14,671,0
3,27,141,0
3,9,1649,2
3,14,708,0
5,24,1457,1
3,20,1179,0
3,20,117,1
3,32,1163,0
3,12,1959,0
3,23,1315,2
3,14,1029,0
3,22,1699,3
3,15,4858,1
5,20,624,0
3,24,713,0
3,31,878,1
5,19,188,1
3,18,1033,1
3,23,924,2
3,12,3147,0
3,36,652,0
3,21,1565,2
3,12,19581,1
3,14,193,0
3,13,651,3
3,24,547,0
3,24,2076,0
3,19,896,0
3,27,1527,0
3,32,2011,1
3,16,2531,3
3,13,184,0
3,9,1310,2
3,27,1367,1
3,27,120,1
3,35,1227,3
3,18,538,1
3,39,1322,1
3,24,2540,1
3,23,821,2
3,33,1466,0
5,9,4029,2
3,33,1140,0
3,38,720,3
3,14,1268,0
3,21,469,1
3,13,495,0
3,13,1016,0
3,39,3469,1
5,9,301,2
3,23,1796,2
3,33,2001,0
3,20,1339,1
3,37,1531,0
3,39,856,1
5,23,1182,2
5,33,2361,1
3,39,777,1
3,33,363,0
3,20,679,0
3,33,1251,0
3,27,271,1
3,24,1959,1
3,14,2602,0
3,13,666,0
3,33,622,0
3,20,3888,1
3,14,1712,0
3,13,1060,2
3,37,465,0
3,23,1098,2
5,21,3197,0
3,30,846,3
3,27,2312,3
3,20,659,0
3,11,4186,2
3,33,88,3
3,33,746,1
3,38,3218,0
3,31,2541,1
3,13,1888,2
3,19,1018,1
3,12,859,0
3,32,767,0
3,23,569,2
3,37,1277,0
3,25,12658,3
3,27,448,1
3,12,952,0
3,14,275,0
3,14,2673,0
3,19,2985,1
3,24,1309,1
5,29,659,0
3,19,3061,1
3,33,893,0
3,38,471,0
3,19,2757,1
3,33,730,0
3,17,1210,1
3,31,4551,3
5,20,5950,0
3,37,2177,1
3,24,504,0
3,19,1503,1
3,33,1200,0
3,20,622,1
3,23,902,2
3,21,260,0
3,13,476,0
5,20,3684,1
3,26,1728,0
3,33,287,0
3,17,2341,1
3,14,1463,0
3,39,927,1
3,23,1248,2
5,33,2926,0
5,20,2074,0
3,27,707,0
3,14,348,0
3,24,433,1
3,23,951,2
5,14,1285,0
3,11,951,0
3,19,51,0
3,24,775,2
3,20,986,0
3,33,1323,0
3,14,1329,0
3,19,1559,0
3,13,706,1
5,17,945,1
3,23,700,2
3,23,2318,2
3,12,1525,2
3,27,1428,1
3,37,1143,0
3,31,1086,0
3,22,857,0
3,9,3070,2
3,30,744,2
3,27,634,3
3,14,615,0
3,23,1753,3
3,19,1510,1
3,23,906,2
3,22,904,0
3,27,8612,1
3,25,1148,1
3,31,464,3
3,27,1160,1
3,19,1177,0
3,13,2510,1
3,24,1197,1
3,13,2673,1
3,20,789,1
3,22,2050,2
3,13,645,3
3,33,645,0
5,13,481,1
3,19,991,1
3,23,3703,2
3,37,5338,0
3,13,3309,1
3,14,1626,0
3,12,1839,0
3,19,1313,1
3,13,1105,1
3,26,334,1
3,24,441,0
3,27,1269,0
3,20,1180,1
3,12,309,0
3,40,1122,1
3,23,2519,3
3,20,2320,1
3,21,2715,1
3,24,4928,1
3,41,1381,2
3,23,212,2
3,14,1527,0
5,22,209,0
3,21,1760,1
3,20,1329,1
3,19,709,1
3,27,1420,1
3,37,4925,1
5,39,203,2
3,33,756,0
3,20,1446,1
3,26,740,0
3,21,764,0
3,33,2998,0
3,23,814,2
3,32,437,1
3,20,2221,1
3,19,1190,1
3,33,130,0
3,33,694,0
3,24,531,0
5,13,380,0
3,23,1040,2
3,20,561,0
5,26,2973,3
3,39,1345,1
3,19,1050,0
3,21,480,1
3,36,2562,3
3,24,6762,1
3,19,817,0
3,9,633,3
3,23,1186,1
3,37,258,0
3,28,607,0
3,25,1928,1
3,33,387,0
3,31,2097,3
3,24,825,1
3,31,2354,1
5,14,130,0
3,27,1672,1
3,33,1001,3
3,11,210,2
5,36,681,3
3,14,1184,0
3,24,1238,1
3,31,2796,1
3,27,2033,0
3,39,427,1
3,27,667,1
3,14,1367,0
3,31,474,3
3,38,144,0
3,9,2084,3
3,28,2896,1
3,32,1476,0
3,33,1248,1
3,28,1577,1
3,21,1204,3
3,12,1320,2
3,21,916,3
3,13,1603,1
3,33,811,0
3,22,1078,0
3,14,707,2
5,21,4104,1
3,29,690,3
3,26,243,1
3,9,1345,3
3,24,1664,0
3,20,1278,1
3,14,2130,0
3,24,666,0
3,8,427,0
3,33,572,0
3,14,1035,0
3,9,2139,2
3,29,1946,3
3,24,918,1
3,24,736,1
3,24,533,1
3,33,986,0
3,28,222,1
3,23,275,0
3,11,356,0
3,27,1065,3
3,20,194,0
3,23,2539,2
3,33,1622,0
3,24,296,0
3,22,2578,0
3,14,1432,0
5,24,3024,0
3,13,196,1
3,14,1548,0
3,31,1200,1
3,14,1096,0
3,12,870,3
3,22,587,0
3,21,1639,1
3,29,3623,0
3,20,185,0
3,33,1056,0
3,32,2402,1
3,6,786,2
3,19,2058,0
3,24,966,1
3,24,1370,0
3,35,119,0
3,14,664,0
3,12,290,0
3,36,239,3
3,8,1249,0
3,23,1859,3
3,24,2035,1
5,14,4571,0
3,23,343,2
3,33,292,0
3,37,712,0
3,29,924,3
3,21,547,1
3,20,1173,1
3,12,657,2
3,14,656,0
3,13,1031,2
3,33,1717,1
3,21,967,0
3,39,1807,1
3,23,2156,2
3,39,1793,1
3,27,494,0
3,13,695,1
3,28,1481,1
3,14,1284,0
3,37,1363,0
3,32,2580,1
5,14,1918,0
3,14,657,3
3,36,318,3
3,14,1780,0
3,14,1558,0
3,27,1692,1
3,8,2622,0
3,37,714,0
3,25,1609,1
3,9,999,2
3,14,736,0
5,37,2808,0
3,14,1727,0
3,25,725,1
3,14,833,0
3,20,1551,1
3,6,1381,2
3,24,399,1
3,13,1091,1
3,13,184,0
3,14,375,0
3,31,2872,3
3,36,666,3
3,21,2195,3
3,12,1028,0
3,37,612,0
3,21,2257,1
3,19,1676,0
5,33,1603,0
3,21,544,1
3,21,445,1
5,27,853,1
3,33,1065,0
5,27,493,2
3,19,306,1
3,19,531,0
3,20,970,0
3,14,656,0
3,37,310,1
3,13,801,0
3,21,1277,1
3,20,2160,0
5,22,3308,2
3,38,760,0
3,20,5115,3
5,27,2837,0
3,37,98,1
3,23,1232,3
5,19,806,1
3,12,954,1
3,20,2383,1
3,9,376,2
3,13,1876,1
3,20,3119,1
3,13,848,0
3,23,957,2
3,27,1307,1
3,23,1376,2
3,20,2555,1
5,37,282,1
3,14,1082,0
3,18,495,3
3,35,752,0
3,22,962,1
3,32,645,1
5,19,415,1
3,21,6580,1
3,9,1516,2
3,33,211,0
3,22,1395,1
3,37,445,0
3,24,1273,1
3,9,87,2
3,37,581,0
3,24,1745,1
3,19,413,1
3,19,248,1
5,13,587,1
3,12,7926,3
3,20,537,0
3,31,2605,0
3,30,400,2
3,9,866,2
3,34,3077,3
3,37,1261,0
3,13,1080,1
3,19,471,1
3,12,1114,1
3,12,196,0
3,24,2124,1
3,9,1524,2
3,22,215,0
3,33,1303,0
3,38,1243,0
3,26,622,0
3,33,535,0
3,13,1087,1
3,20,225,0
3,24,1213,1
3,21,1821,1
3,22,474,2
5,37,859,1
3,33,717,0
3,27,821,1
3,33,618,3
3,33,697,0
3,23,1373,2
3,28,803,1
3,28,1682,1
3,20,5629,0
3,33,2426,0
3,30,805,3
3,28,1336,0
3,17,639,1
3,23,1474,2
3,24,810,0
3,39,4221,1
3,29,808,0
3,26,696,0
3,13,846,1
3,19,1783,0
3,17,1295,3
3,9,947,2
3,24,2570,0
3,13,889,0
3,9,2985,2
3,24,1256,1
5,23,858,2
3,31,214,0
3,28,790,1
3,35,2943,1
5,33,585,0
3,22,1488,0
3,23,210,2
3,15,777,1
3,20,1307,0
3,29,407,1
3,37,440,1
3,37,1145,0
3,27,657,3
3,37,3500,0
3,27,33,3
5,21,662,2
5,32,9072,1
3,27,567,0
3,9,1215,1
3,14,697,0
3,14,4931,0
3,20,1014,0
3,33,567,0
3,20,194,0
3,27,79,1
3,14,2858,0
3,22,3513,1
3,19,1063,1
5,14,727,0
3,12,147,2
3,23,1782,2
3,14,724,0
3,24,901,1
3,33,1097,0
3,33,2030,0
3,37,598,0
3,13,805,1
3,38,1536,3
3,37,6255,1
3,24,348,3
3,33,1343,0
3,27,748,0
3,14,2007,0
5,9,387,2
3,24,288,1
3,19,112,1
5,30,988,3
3,14,2140,0
3,27,1066,1
3,24,2503,1
3,20,5522,1
3,33,2021,0
3,20,246,2
3,24,431,0
3,27,1419,0
3,33,1209,0
3,33,16669,0
3,33,657,0
3,32,873,1
5,20,966,0
3,14,712,0
3,20,583,1
3,19,493,0
3,14,478,0
3,37,2582,1
3,27,620,0
3,14,9366,0
3,29,1517,1
3,37,446,0
3,27,1572,3
3,24,649,3
3,22,726,0
3,21,1904,0
3,20,1332,1
3,13,2309,3
3,22,1298,0
3,13,990,0
3,23,381,2
3,26,1906,3
3,32,575,1
3,21,1182,1
5,20,466,1
3,9,1648,2
5,23,653,2
3,33,823,0
3,27,2290,1
3,20,2103,1
3,19,382,0
3,27,146,2
3,17,3655,2
3,38,2577,3
3,31,451,0
3,37,1649,0
3,14,1025,0
3,14,661,0
3,37,798,1
3,13,4029,1
3,14,1545,0
3,9,2750,2
3,28,1438,1
3,25,584,1
3,24,263,1
3,28,510,1
3,9,783,2
3,33,1229,0
5,19,1501,3
3,25,597,0
3,27,1397,1
3,38,2002,3
3,20,1407,0
3,12,875,0
3,14,1301,0
5,19,972,0
3,22,2440,0
3,32,1276,0
3,13,517,1
3,27,247,0
5,37,1449,0
3,55,2074,1
3,22,824,0
3,32,692,1
3,36,1109,1
3,30,756,3
3,27,316,1
3,24,696,0
3,13,719,0
3,37,370,0
3,22,2656,0
3,30,2496,1
3,21,81,3
3,27,1271,1
3,19,925,1
3,14,1827,0
5,19,851,1
3,23,1904,2
3,24,972,1
5,21,1392,0
3,33,5119,0
3,31,2575,1
3,27,2240,0
3,17,4087,1
3,37,814,0
5,12,390,0
3,24,3097,0
3,33,1172,0
3,22,1265,0
3,13,504,2
3,28,2414,0
3,27,2044,1
3,37,2023,0
3,9,306,2
3,14,2259,0
3,33,174,0
3,23,724,3
3,7,1029,0
3,21,1247,0
3,23,934,2
3,33,763,0
3,9,5089,2
3,24,2054,0
3,20,1430,0
3,19,122,1
3,32,496,1
3,26,585,0
3,25,2066,1
3,33,1457,0
3,23,1136,2
3,19,2164,3
3,24,3888,1
3,23,494,2
3,11,423,0
3,22,552,3
3,24,599,1
3,38,2467,1
3,18,93,1
3,24,1936,1
3,9,588,2
5,14,375,0
3,23,930,2
5,37,2533,2
3,27,474,1
3,33,3868,0
3,27,3047,1
3,33,1792,0
5,21,1067,0
3,23,1625,2
3,27,2942,0
3,28,349,1
3,33,556,3
3,24,465,0
5,39,937,1
3,19,2251,1
3,23,2473,2
3,37,869,3
3,27,1166,0
3,27,757,0
3,13,698,0
3,20,2360,0
5,13,1259,1
3,23,65,2
3,23,1665,3
3,23,3483,2
3,22,972,0
5,25,534,3
3,27,2015,1
3,13,8091,1
3,33,954,1
3,31,373,3
3,13,984,1
5,20,3067,1
3,26,1291,1
3,22,1065,0
3,26,2028,0
3,27,1880,1
3,22,108,0
3,19,2010,1
3,12,672,3
3,12,851,2
3,24,1893,1
3,30,1438,3
3,22,623,0
3,22,1506,0
3,24,229,0
3,33,401,0
3,24,2807,0
3,14,1496,0
3,13,540,0
3,19,1904,0
3,33,1162,0
3,12,1115,2
3,18,1497,1
3,19,4482,1
3,37,3611,1
3,25,4054,0
3,33,862,0
3,14,2572,0
5,24,1955,0
3,22,528,0
3,14,2526,0
3,19,1408,1
3,23,332,2
3,23,406,2
3,13,1171,1
3,33,242,0
3,22,292,0
3,27,257,0
3,23,767,2
3,35,888,3
3,34,2270,1
3,12,8827,1
3,14,1398,0
3,13,181,1
5,25,712,1
3,26,1349,0
3,13,10628,1
3,27,1968,1
3,13,978,1
3,31,2497,1
3,20,205,3
3,30,3522,1
5,27,1360,1
3,24,972,1
5,13,1380,1
3,23,1256,2
3,19,890,0
3,27,606,0
3,14,1201,0
3,20,1039,3
3,28,1211,1
5,19,5060,1
3,19,1174,0
3,19,657,3
3,37,570,0
3,37,652,1
3,33,262,0
3,27,286,0
3,11,713,2
3,24,1333,1
3,31,786,3
3,37,1936,0
3,24,1931,1
3,21,2043,1
3,29,1340,3
3,20,2336,1
5,39,968,1
3,9,1255,2
3,18,290,1
3,23,1828,2
3,31,940,3
3,21,4758,1
5,15,672,1
3,19,1584,3
3,14,1598,1
3,14,1364,0
3,24,243,0
3,16,1485,2
3,27,2059,0
3,27,895,0
3,24,2693,1
3,27,652,2
3,24,881,1
3,32,1959,0
3,24,495,0
3,19,653,0
3,19,2450,0
5,19,1471,0
3,51,4213,0
3,23,287,2
3,32,11522,0
5,24,1970,0
3,41,3181,1
3,18,1906,1
3,21,2022,0
3,25,6379,1
3,13,2541,1
5,9,245,2
3,14,2331,0
3,19,938,0
3,8,1291,0
3,37,204,0
3,33,1463,0
3,37,657,1
5,30,1361,1
3,33,276,0
3,37,2898,0
3,33,229,0
5,27,698,1
3,21,2811,1
3,33,1722,0
3,33,691,0
3,27,664,1
3,21,371,1
3,20,641,1
3,14,206,0
3,32,2999,1
3,36,543,3
3,19,1159,1
5,20,726,0
3,27,231,3
5,13,1573,1
5,33,10756,0
3,23,1768,2
3,12,262,2
5,39,2060,1
3,19,1034,0
3,33,504,0
3,22,1168,2
3,28,1821,1
3,30,4975,1
3,33,1770,0
3,20,3443,0
3,13,750,0
3,33,1122,0
3,38,1204,3
3,29,829,1
5,24,1273,1
3,20,923,3
3,22,1090,0
5,33,1585,1
3,11,1084,0
3,13,280,1
3,8,301,1
3,23,396,2
3,24,564,1
3,33,1283,0
3,18,1557,1
3,37,77,1
3,33,960,0
3,33,1333,0
3,20,114,0
3,36,2868,3
3,21,1066,0
3,18,261,1
3,33,818,3
3,14,636,0
3,14,1034,0
5,20,1268,1
3,19,489,0
3,37,1243,1
5,33,514,0
3,13,2883,1
3,24,1455,1
5,34,984,1
3,19,322,0
3,24,980,1
3,33,2470,3
3,23,2038,2
3,23,1687,2
3,13,514,0
3,29,500,3
5,23,578,2
3,39,2599,1
3,23,698,2
3,33,177,0
3,25,445,0
3,32,4221,1
3,19,3686,1
3,28,47,0
3,14,239,1
3,19,1301,3
3,23,109,2
3,23,401,2
3,14,1905,2
3,21,489,1
3,20,560,0
3,9,372,2
3,12,478,0
3,21,792,1
3,19,392,1
3,12,379,1
3,13,1363,0
3,34,549,1
3,35,2017,0
3,23,1347,2
3,14,1294,0
3,22,827,0
3,35,1769,3
3,22,342,1
5,27,371,1
3,24,1093,0
3,20,972,0
3,21,1032,1
3,13,840,0
3,33,430,0
3,32,14527,1
3,24,113,0
3,33,1529,0
5,25,981,1
3,14,184,0
5,33,301,0
3,29,1562,0
3,33,256,0
3,14,1761,0
3,14,2116,0
3,22,412,2
3,35,2128,3
3,24,1179,0
3,30,279,1
3,16,1786,3
3,22,3528,1
3,23,960,2
5,24,1675,1
3,18,278,1
3,21,2844,1
3,12,449,0
3,24,2819,0
5,24,2523,1
3,33,2018,0
3,27,668,3
3,14,4398,0
3,24,3296,0
3,33,825,0
3,27,1632,0
3,12,388,0
3,19,659,0
3,19,668,1
5,13,3019,1
3,24,330,0
3,13,423,0
3,14,931,0
3,19,2180,0
5,20,413,1
5,20,678,3
3,20,657,2
3,27,3868,1
3,19,640,0
3,33,670,0
3,24,2865,0
3,19,341,0
3,9,2962,2
3,24,1086,1
3,20,2232,1
3,14,2822,0
3,19,842,1
3,29,3494,1
3,33,415,0
3,19,1048,1
3,33,580,0
5,38,465,3
5,22,1048,0
5,14,406,0
3,19,1331,0
3,27,464,0
3,33,3715,0
3,22,2269,2
3,33,499,0
3,20,714,0
3,33,87,0
3,36,4927,3
5,12,2360,1
5,19,610,0
3,27,4330,1
3,27,1240,1
3,32,743,1
3,27,479,0
3,41,1024,1
3,23,1377,1
5,24,1003,0
3,12,600,2
5,23,269,2
5,12,659,2
3,14,1086,0
3,19,797,0
3,36,897,3
3,19,402,0
3,21,1026,1
3,24,1563,1
3,13,615,1
3,30,2186,3
3,26,2955,0
3,9,275,0
3,14,2753,0
3,14,272,0
3,27,475,0
3,24,1037,0
3,14,503,0
3,17,1880,2
3,22,1210,0
3,24,874,0
3,24,444,1
3,36,1173,3
3,24,565,1
3,28,1449,1
3,33,1177,0
3,32,124,1
3,28,254,3
3,37,628,1
3,26,1749,0
3,27,471,0
3,24,1073,0
3,27,513,0
5,19,549,0
3,36,248,3
3,20,1272,1
3,24,404,1
3,24,1619,0
3,19,216,0
3,22,2217,1
5,26,1296,0
3,24,3542,1
3,30,197,0
3,20,1103,0
3,33,466,0
3,14,290,0
3,31,1088,3
3,17,1024,1
3,14,341,0
3,18,802,1
3,27,462,0
3,19,1400,1
3,27,1232,1
3,26,2041,0
3,32,326,0
3,27,1229,1
3,20,297,0
5,27,3705,1
3,9,1027,2
5,24,598,1
3,24,464,1
3,24,2486,1
3,57,639,3
3,13,3462,0
3,39,525,1
3,27,2486,1
3,24,2395,1
3,27,1205,0
3,17,618,3
3,23,1224,2
3,30,3006,1
3,19,930,1
3,37,1268,0
3,21,752,3
3,19,663,0
3,13,654,1
3,19,1603,1
3,34,1103,3
3,14,753,1
3,12,631,2
3,27,781,3
3,19,1335,0
3,20,1628,1
5,33,1603,3
5,27,909,1
3,24,1405,1
3,37,702,1
3,37,1766,0
3,23,1758,2
3,35,1792,0
3,9,748,2
5,7,1209,2
3,9,277,2
3,20,307,0
3,19,591,3
3,19,473,1
3,27,951,0
3,21,673,3
3,22,1483,0
3,32,650,1
3,27,1092,0
3,32,1082,1
3,37,5590,0
3,33,136,0
3,20,297,0
3,33,370,0
3,9,2640,2
3,33,2296,0
5,33,797,0
3,32,372,1
3,33,551,0
3,36,1070,3
3,20,1168,2
3,13,1305,2
3,19,10212,1
3,14,934,1
3,33,493,0
3,23,658,2
3,23,784,2
3,33,761,1
3,27,844,3
3,14,345,0
3,37,986,0
3,24,1361,1
3,24,802,0
3,27,1352,0
3,19,191,0
3,14,1790,0
3,33,994,1
3,37,821,0
3,19,977,0
3,37,1245,1
3,27,556,1
3,23,790,2
3,31,1137,3
3,27,818,1
3,13,1093,1
3,24,831,0
3,20,1455,3
3,14,534,0
3,14,883,0
3,13,1379,0
3,19,1071,0
3,16,990,1
3,19,3629,3
3,24,2716,0
3,39,1495,1
3,19,3474,1
3,31,1350,3
3,24,1491,0
3,24,1953,0
5,32,1727,1
3,17,831,1
3,37,1319,0
3,33,1586,0
3,27,900,1
5,33,547,0
3,13,531,0
3,19,469,1
3,13,687,1
3,20,125,3
3,22,655,1
3,26,1408,1
3,20,1633,2
3,21,1036,1
3,33,1234,0
3,27,654,0
3,14,1105,0
3,20,1774,0
3,19,998,1
3,8,469,0
5,33,2088,0
3,20,1606,0
3,20,380,0
3,23,1790,2
3,32,688,0
3,24,2200,0
3,37,1658,0
3,9,1053,3
3,23,815,2
3,57,5070,3
3,53,1233,2
3,13,397,0
3,27,2433,1
3,25,951,0
3,33,2886,0
3,37,1242,0
3,19,28188,1
3,14,3922,0
3,20,657,3
3,11,4262,2
3,23,3185,2
3,32,341,1
3,13,751,0
3,20,823,0
3,21,1014,1
3,32,2253,1
3,18,896,3
3,22,594,0
3,21,1812,0
3,19,1242,1
3,12,1100,0
3,27,5682,1
3,21,1533,3
3,39,687,1
3,9,532,2
3,6,3754,2
3,22,517,0
3,14,1013,0
3,12,1425,2
5,21,2065,1
3,24,2662,1
3,27,1874,0
3,24,1428,1
3,24,1931,1
3,27,1344,0
3,23,994,2
3,18,1137,1
3,20,2291,0
3,33,606,0
3,37,885,0
3,14,5340,0
3,23,980,3
3,35,912,0
3,13,1291,2
3,23,970,2
3,9,517,2
3,29,949,1
3,37,2151,0
3,27,2098,0
3,23,1910,2
3,20,841,1
3,12,453,1
3,33,1424,0
3,23,369,2
3,20,677,0
3,20,644,1
3,37,2012,0
3,33,3723,1
5,37,476,0
3,20,799,0
3,28,530,1
3,10,1234,2
3,27,3859,1
3,27,2218,0
3,14,197,0
3,23,327,2
3,37,1270,1
3,9,2142,2
3,20,278,0
3,23,1213,2
3,20,860,1
3,19,430,0
3,19,1047,1
3,29,1845,0
5,26,288,1
3,30,142,3
5,13,2163,1
3,23,1315,2
3,13,693,0
3,20,707,0
3,20,985,0
3,19,738,0
5,32,1422,3
3,28,2421,1
3,20,230,3
3,29,3629,0
5,33,1063,0
3,29,468,1
3,20,865,0
5,36,1671,3
3,14,75,0
3,19,781,1
3,9,1672,2
3,14,311,0
5,33,237,0
3,37,861,0
5,12,1831,2
3,24,993,1
3,12,1870,2
3,27,1501,0
3,20,3436,0
3,27,1933,2
3,19,2117,0
3,38,1178,1
3,20,1022,0
3,19,709,0
3,23,1052,2
3,31,1324,1
3,21,1105,0
3,33,153,0
3,22,2680,2
3,23,386,2
3,14,592,0
3,26,1039,0
3,19,511,0
3,19,719,1
3,35,988,1
3,33,283,0
3,32,855,0
3,39,733,1
3,28,1288,0
3,21,1613,1
5,37,1025,1
3,39,880,1
3,24,368,0
5,34,1802,1
3,33,272,0
3,11,411,2
3,19,3795,0
5,14,278,0
3,24,839,0
3,14,969,0
3,23,785,2
3,15,77,0
3,11,1682,2
3,19,1432,0
3,14,573,0
3,23,1648,2
3,53,2932,2
3,22,519,1
3,31,1551,0
3,19,637,0
5,24,537,1
3,29,439,2
5,19,598,0
3,14,1518,1
3,23,678,2
3,24,947,1
3,36,389,3
